WAVELENGTH FLUX ERROR DQ
1803.0833841061133 3.799570763295716e-14 6.056906162972983e-14 32768
1803.112846602913 1.5832941689462032e-13 6.169865917055823e-14 32768
1803.142308906876 3.3017324264214836e-15 5.813032181419098e-14 32768
1803.1717710180067 5.5537751003504174e-14 5.2928592113188706e-14 32768
1803.201232936308 1.9846112420117644e-13 7.376185116833588e-14 32768
1803.2306946617848 1.1342251479968383e-14 5.941621127148377e-14 32768
1803.2601561944405 1.357298263535934e-13 5.718019364470094e-14 32768
1803.2896175342785 7.497939654523102e-14 5.730516044728379e-14 32768
1803.3190786813027 1.55627632508491e-13 6.219307797034716e-14 32768
1803.3485396355172 1.3885603321477419e-13 5.862247127739342e-14 32768
1803.3780003969252 3.154515172629254e-14 5.938485640332255e-14 32768
1803.4074609655315 4.487727050980095e-14 5.3690412275029404e-14 32768
1803.436921341339 9.567294250335778e-14 5.466301393182121e-14 32768
1803.4663815243516 1.729996265787433e-13 6.452760665818807e-14 32768
1803.4958415145734 -3.4985857632497585e-14 5.982030147157712e-14 32768
1803.5253013120077 5.957679740155605e-14 6.175626327822458e-14 32768
1803.554760916659 1.8552897069057398e-14 5.2848216096294164e-14 32768
1803.5842203285304 1.6015522312241021e-13 6.126711188377016e-14 32768
1803.6136795476264 1.1263658639058641e-14 5.3112026979586376e-14 32768
1803.64313857395 4.032641196317786e-14 5.601530190444178e-14 32768
1803.6725974075052 7.211240412439068e-14 5.474391023491655e-14 32768
1803.7020560482963 1.3577706354884495e-13 6.175540787651635e-14 32768
1803.7315144963266 1.1224104168344312e-13 5.6626541889523626e-14 32768
1803.7609727515999 6.718443454147919e-14 7.318266299224135e-14 32768
1803.7904308141199 1.742178259144179e-13 6.507643530685328e-14 32768
1803.819888683891 1.0949746040856255e-14 6.012228449181916e-14 32768
1803.8493463609161 1.334042639392634e-13 6.494595097795619e-14 32768
1803.8788038451999 1.204859538454631e-13 6.202452241707998e-14 32768
1803.9082611367453 1.1141204187996531e-13 5.779086969423227e-14 32768
1803.9377182355565 2.0655537836063242e-14 6.54559186854525e-14 32768
1803.9671751416374 1.0328543598313531e-13 6.025601746415244e-14 32768
1803.9966318549918 1.4132375413142558e-13 5.612608780775429e-14 32768
1804.0260883756232 1.850351417884459e-13 6.123632898958958e-14 32768
1804.0555447035356 8.921663054630143e-14 5.851380711072002e-14 32768
1804.0850008387326 1.2362948879866105e-13 6.415455144896109e-14 32768
1804.114456781218 1.935480923681384e-13 6.568212166354764e-14 32768
1804.1439125309957 8.904703772594371e-14 6.513148239400551e-14 32768
1804.17336808807 8.888837481751149e-14 6.84651016073741e-14 32768
1804.2028234524435 2.0322750077447375e-13 6.72490938154912e-14 32768
1804.232278624121 1.606040253017415e-13 6.787307355639204e-14 32768
1804.2617336031055 4.3514642817725754e-14 5.596559386326103e-14 32768
1804.2911883894017 1.7006400575063317e-13 6.389052162897159e-14 32768
1804.3206429830125 7.120080118673054e-14 6.3045942095989e-14 32768
1804.3500973839423 1.914068350258656e-13 5.950325640566702e-14 32768
1804.3795515921943 1.623495612923608e-13 6.166573317079546e-14 32768
1804.4090056077728 1.8643645818216318e-13 6.49579753359609e-14 32768
1804.4384594306812 1.5038672806251402e-13 6.257617084133717e-14 32768
1804.4679130609236 6.120558761912894e-14 6.14708840128884e-14 32768
1804.4973664985039 1.4682232673055277e-13 6.889325484035218e-14 32768
1804.5268197434252 4.7061820163449554e-14 7.00553953480697e-14 32768
1804.5562727956917 9.491525166907497e-14 6.9612141017077e-14 32768
1804.5857256553074 1.7091710267313195e-13 6.216639979339832e-14 32768
1804.615178322276 1.2788807945567246e-13 6.666183701507687e-14 32768
1804.6446307966012 1.114740357707832e-13 5.859918393256544e-14 32768
1804.6740830782862 7.151666705948186e-14 5.898994819566963e-14 32768
1804.7035351673358 1.8776427769556924e-13 6.145413254026502e-14 32768
1804.7329870637532 9.470451983650313e-14 6.192294377809354e-14 32768
1804.762438767542 1.329810504810507e-13 6.335479363865947e-14 32768
1804.7918902787067 9.60995708331954e-14 5.999711480877843e-14 32768
1804.8213415972502 1.2044455441474698e-13 6.238039551149329e-14 32768
1804.8507927231772 1.8299033373167376e-13 6.151514578652599e-14 32768
1804.8802436564906 1.8235162173073284e-13 7.198875436747991e-14 32768
1804.9096943971947 6.990371627751513e-14 5.4906817132786137e-14 32768
1804.939144945293 -8.563891744616214e-15 5.200382766050339e-14 32768
1804.9685953007897 1.1232527619270606e-13 6.40381724306362e-14 32768
1804.9980454636882 9.616389937711625e-14 5.999143094104934e-14 32768
1805.0274954339923 9.098407541311272e-14 5.5976570783446004e-14 32768
1805.0569452117059 8.675630664950075e-14 6.140815377768223e-14 32768
1805.0863947968326 1.4613871206931629e-13 6.11646060000612e-14 32768
1805.1158441893765 1.385655151932289e-13 6.067328532897445e-14 32768
1805.145293389341 8.366875955380882e-14 5.508201151085812e-14 32768
1805.1747423967304 8.655068858144073e-14 6.205034447471396e-14 32768
1805.204191211548 1.000482624024535e-13 5.5297801047566476e-14 32768
1805.2336398337977 9.662562548362863e-14 5.950604916332031e-14 32768
1805.2630882634833 8.069795371976081e-14 5.6835834932628186e-14 32768
1805.2925365006085 5.995987978075348e-15 5.5876894245156154e-14 32768
1805.3219845451774 1.1793097932452967e-13 5.744645704760712e-14 32768
1805.3514323971935 7.458073543580647e-14 5.892126349912976e-14 32768
1805.3808800566603 1.0985783088775362e-13 6.955022208483808e-14 32768
1805.410327523582 5.73898301637959e-14 6.075616002845724e-14 32768
1805.4397747979626 6.137152855281389e-14 5.647491238949221e-14 32768
1805.4692218798054 1.2308913718752638e-13 6.233896571570114e-14 32768
1805.4986687691141 1.1760912102268591e-13 5.857159167106168e-14 32768
1805.528115465893 9.912534751403941e-14 6.290123254704431e-14 32768
1805.5575619701456 1.0905173943513243e-13 6.30912293161921e-14 32768
1805.5870082818753 4.8509844627978204e-14 5.691932885990946e-14 32768
1805.6164544010865 8.657488694442225e-14 6.054929979828277e-14 32768
1805.6459003277823 1.2877871496735695e-13 5.837923031559356e-14 32768
1805.6753460619675 9.859559252930728e-15 6.161117447896995e-14 32768
1805.704791603645 1.7732187730740734e-13 5.664505165217535e-14 32768
1805.7342369528187 1.3999097891353839e-14 6.014792938813248e-14 32768
1805.7636821094927 7.817584792173143e-14 5.684120658363216e-14 32768
1805.7931270736701 5.586155244530269e-14 5.79864881344833e-14 32768
1805.8225718453557 3.1474571636152726e-14 5.2904574249254207e-14 32768
1805.8520164245526 1.1149550790922134e-13 5.943248547536609e-14 32768
1805.8814608112648 1.2565019403812183e-13 5.386555851991138e-14 32768
1805.9109050054958 1.2047623216478946e-13 5.025059841408736e-14 32768
1805.9403490072498 7.487759441706187e-14 4.217094412385566e-14 32768
1805.96979281653 1.361485976678955e-13 5.990307288406106e-14 32768
1805.999236433341 1.7466478025203458e-13 5.222532746974179e-14 0
1806.0286798576853 1.206463585718548e-13 5.523923671453025e-14 0
1806.058123089568 6.066563131837052e-14 6.389216954984234e-14 0
1806.0875661289922 1.2141683329320446e-13 5.2820086900249447e-14 0
1806.117008975962 1.2427274378827569e-13 4.875840467597099e-14 0
1806.1464516304807 1.0725551306475789e-13 5.794180375296235e-14 0
1806.1758940925527 5.994796401908448e-14 5.231143345102787e-14 0
1806.205336362181 4.6146307532569236e-14 4.9518101750099797e-14 0
1806.23477843937 1.055734750381003e-13 5.70966681595099e-14 0
1806.2642203241232 1.1891285482332203e-13 5.359109694642178e-14 0
1806.2936620164446 1.4827806408927724e-13 5.5817536600806864e-14 0
1806.3231035163378 6.082329464304065e-14 5.693737853158104e-14 0
1806.3525448238065 6.707691178756484e-14 5.782012238789158e-14 0
1806.3819859388548 5.643888270146294e-14 4.651399775870875e-14 0
1806.411426861486 3.649986264836827e-14 4.909588631907963e-14 0
1806.440867591704 9.852046885553897e-14 5.443085218659327e-14 0
1806.470308129513 4.6532591825966876e-14 5.5233988498389064e-14 0
1806.4997484749163 1.4109767770397602e-13 5.80997042468577e-14 0
1806.5291886279174 3.058516371483126e-14 5.2172909682833904e-14 0
1806.558628588521 7.316526263968434e-14 5.149795994914379e-14 0
1806.5880683567304 1.9567248483402105e-13 6.54899040813256e-14 0
1806.6175079325492 1.1514296189684553e-13 5.887193402047408e-14 0
1806.6469473159814 1.4962278649128385e-13 6.287292464001587e-14 0
1806.6763865070304 9.818242817068515e-14 6.348352697476897e-14 0
1806.7058255057007 1.8474521771335434e-13 7.033482411940295e-14 0
1806.7352643119955 7.04278503598681e-15 5.409384149380331e-14 0
1806.7647029259183 7.202145645276645e-14 5.456646893771226e-14 0
1806.7941413474737 1.7627534902673464e-13 6.020709511457209e-14 0
1806.823579576665 1.5522422214774012e-13 5.534119237632536e-14 0
1806.853017613496 5.5589755888763026e-14 6.105313195108042e-14 0
1806.8824554579703 4.416056414860772e-14 5.3173482598371097e-14 0
1806.9118931100918 4.73767787425184e-14 5.595309575368544e-14 0
1806.9413305698647 1.089283218204222e-13 6.114583801309151e-14 0
1806.9707678372924 1.648728218837589e-13 5.885863899133398e-14 0
1807.0002049123782 1.2599063502552466e-13 5.3818359274301897e-14 0
1807.029641795127 1.0489963661163698e-13 6.682628490286766e-14 0
1807.0590784855412 2.4534874457603217e-13 5.943031846809485e-14 0
1807.0885149836254 3.3570737335841816e-13 6.516229884238195e-14 0
1807.1179512893837 4.852024272812561e-13 7.114546175497963e-14 0
1807.1473874028193 6.124773539901984e-13 7.855130120578563e-14 0
1807.1768233239359 5.657121364237294e-13 7.050084935332837e-14 0
1807.2062590527373 5.661727597167099e-13 7.749767353456422e-14 0
1807.235694589228 4.232233595698187e-13 6.746669602110053e-14 0
1807.2651299334104 2.285680054513878e-13 5.771332169763818e-14 0
1807.2945650852896 2.96922019306714e-13 6.218982983750496e-14 0
1807.3240000448689 1.9265956831184677e-13 6.082550370496709e-14 0
1807.3534348121516 7.067932935971022e-14 5.145699065955099e-14 0
1807.3828693871421 1.059024219772324e-13 5.16766974535416e-14 0
1807.412303769844 5.41096547518956e-15 4.806527083896922e-14 0
1807.4417379602608 1.5137721534174559e-13 5.792575078454598e-14 0
1807.4711719583968 1.46929465664504e-13 5.587967493781744e-14 0
1807.5006057642554 2.5086478237074626e-14 6.032893233370515e-14 0
1807.5300393778402 5.5773816148201386e-14 5.941896145033806e-14 0
1807.559472799155 2.011260624192046e-13 5.870797554693996e-14 0
1807.5889060282043 2.804802017811886e-13 6.738953470773745e-14 0
1807.6183390649908 3.939345594519694e-13 6.84957800656423e-14 0
1807.6477719095192 3.8515035345049187e-13 7.011970485585467e-14 0
1807.6772045617925 5.51392698860953e-13 7.49730816708774e-14 0
1807.706637021815 7.532743959842714e-13 8.496786038430723e-14 0
1807.7360692895902 1.2682858235857353e-12 1.0466492039382103e-13 0
1807.7655013651222 2.739416549504825e-12 1.448926563582184e-13 0
1807.794933248414 5.2675789077860635e-12 1.920538923207149e-13 0
1807.8243649394703 8.581428102838462e-12 2.413874493085305e-13 0
1807.8537964382945 1.1304851152416084e-11 2.808372295565881e-13 0
1807.88198504195 1.2315565726976237e-11 2.7207470514144814e-13 32768
1807.9117835960935 9.665652089597651e-12 2.4402774980937807e-13 32768
1807.9415819538606 5.964619250439997e-12 1.9086527004986924e-13 32768
1807.9713801152552 3.1196809053763476e-12 1.44574338843195e-13 32768
1808.0011780802809 1.7588836956780714e-12 1.1628980309888604e-13 32768
1808.030975848942 8.165796296867346e-13 9.498240108844192e-14 32768
1808.0607734212417 6.301424680768713e-13 8.359351367925232e-14 32768
1808.0905707971851 3.202134473507095e-13 7.157274609161056e-14 32768
1808.120367976775 2.0338639522545466e-13 6.607561728303917e-14 32768
1808.1501649600154 2.008782002429877e-13 7.390129607649874e-14 32768
1808.1799617469105 1.615094894318133e-13 6.547883568982774e-14 32768
1808.209758337464 1.047703481038253e-13 6.703307683011193e-14 32768
1808.2395547316798 9.51464129425267e-14 6.55597481464808e-14 32768
1808.2693509295623 9.686996485145725e-14 6.767516684644886e-14 32768
1808.2991469311144 8.281192649831371e-14 6.658257443436514e-14 32768
1808.3289427363409 1.930569254099749e-13 6.777147056541278e-14 32768
1808.358738345245 1.4129170490276088e-13 6.471846831704666e-14 32768
1808.3885337578308 1.836253914339869e-13 6.828175302988364e-14 32768
1808.4183289741022 1.5170364522862428e-13 6.588097649256645e-14 32768
1808.4481239940635 1.4063999289181946e-14 5.557177534255054e-14 32768
1808.4779188177179 1.18073088760338e-14 6.446186336023376e-14 32768
1808.5077134450694 1.7295305013132404e-13 6.456667177571858e-14 32768
1808.5375078761224 1.2560322108980583e-13 6.795202670770295e-14 32768
1808.56730211088 9.463278573296395e-15 6.561675762252567e-14 32768
1808.597096149347 7.018700868019343e-14 6.184232976989425e-14 32768
1808.6268899915267 8.777734848313952e-14 6.564585206031684e-14 32768
1808.656683637423 1.371458150415599e-13 6.349112725842722e-14 32768
1808.6864770870395 1.6008666003903612e-13 6.467597302091876e-14 32768
1808.716270340381 2.797785815853578e-13 6.584197003509807e-14 32768
1808.7460633974504 7.61744728587612e-14 6.531818138399337e-14 32768
1808.7758562582526 6.71663755042739e-14 6.28819759199702e-14 32768
1808.8056489227902 6.430354027154165e-14 6.39583929824487e-14 32768
1808.835441391068 1.0875507775031236e-13 6.631397942234292e-14 32768
1808.8652336630892 7.390317493569786e-14 6.130159537028746e-14 32768
1808.8950257388587 6.557137685602646e-14 6.792729342641319e-14 32768
1808.9248176183794 1.1137662795969124e-13 6.387271206081518e-14 32768
1808.9546093016559 1.7426161049840172e-13 7.798807368971509e-14 32768
1808.9844007886918 1.696774223443772e-13 6.862816642872656e-14 32768
1809.0141920794904 1.3683701156530983e-13 6.08179895775342e-14 32768
1809.0439831740562 5.855808406150525e-14 6.353892135459569e-14 32768
1809.0737740723932 8.51664054508212e-14 6.791133126282771e-14 32768
1809.1035647745052 1.1223170006927008e-13 7.416311479185373e-14 32768
1809.1333552803956 3.234032216178735e-14 6.04740066489767e-14 32768
1809.1631455900688 5.0316816874571336e-14 6.562293988324998e-14 32768
1809.1929357035285 1.3246159720809366e-13 6.968787657524031e-14 32768
1809.2227256207782 1.2492780807460549e-13 6.392924223258362e-14 32768
1809.2525153418223 9.139689771614814e-14 6.452208843724431e-14 32768
1809.2823048666646 -5.8290600864479014e-15 6.987320777520276e-14 32768
1809.3120941953089 1.3854523057528643e-13 7.324759370122713e-14 32768
1809.341883327759 2.4170188504521506e-13 7.546529994898529e-14 32768
1809.371672264019 1.4440065555819814e-13 6.444320978113966e-14 32768
1809.4014610040924 1.0654652303788567e-13 6.45337231460254e-14 32768
1809.4312495479835 1.8796595399078965e-13 6.320082925993047e-14 32768
1809.4610378956957 1.1983891413171352e-13 6.41530709589402e-14 32768
1809.4908260472334 1.7173172118463945e-13 6.776280752522887e-14 32768
1809.5206140026003 1.374592654941371e-13 6.46987917952732e-14 32768
1809.5504017617998 5.214206694219528e-14 6.059024812384984e-14 32768
1809.5801893248365 1.3703375814600403e-13 5.957637445055184e-14 32768
1809.6099766917139 7.425007923688025e-14 5.90975794809581e-14 32768
1809.6397638624358 7.702025689771406e-14 6.184243125888954e-14 32768
1809.6695508370062 1.4123310497459202e-13 6.175926947992489e-14 32768
1809.699337615429 8.461402413546567e-14 6.099220371149366e-14 32768
1809.729124197708 9.273561651801618e-14 7.056434768309779e-14 32768
1809.7589105838474 5.944317310085122e-14 6.7768104549314e-14 32768
1809.7886967738505 -9.06781323965541e-14 5.5510999165838434e-14 32768
1809.8184827677214 7.955672648489137e-14 5.991212909843845e-14 32768
1809.8482685654644 4.848986896609992e-14 5.898208334087953e-14 32768
1809.8780541670828 1.2228522190912473e-13 6.145819551927154e-14 32768
1809.9078395725808 7.488791806802116e-14 5.5706925923056023e-14 32768
1809.9376247819619 1.929099616179445e-14 5.847047495297028e-14 32768
1809.9674097952307 -5.129155826856755e-14 6.10403466217617e-14 32768
1809.99719461239 8.343288611508686e-14 5.6331979814915317e-14 32768
1810.0269792334448 9.616486100455146e-14 5.564511588202784e-14 32768
1810.0567636583983 -5.702590173950159e-15 6.103754011915016e-14 32768
1810.0865478872543 8.844221484358167e-14 6.223508346905923e-14 32768
1810.1163319200173 9.747166419918526e-14 7.330390373414035e-14 32768
1810.1461157566907 1.1145108259879689e-13 6.310830528373271e-14 32768
1810.1758993972785 1.0424669531167658e-13 6.248997127644322e-14 32768
1810.205682841784 2.2376301757034765e-13 6.100157035176208e-14 32768
1810.2354660902122 1.84791780051828e-13 6.60769941988651e-14 32768
1810.2652491425663 2.5593126451500584e-13 6.089314570870623e-14 32768
1810.29503199885 1.5338451926324069e-13 6.889306998571723e-14 32768
1810.3248146590674 1.5655928922860658e-13 6.371306340209125e-14 32768
1810.3545971232227 1.9390410715699754e-13 6.007132519157197e-14 32768
1810.3843793913193 1.6845508868441738e-13 6.523112127839069e-14 32768
1810.414161463361 3.304531177520752e-13 6.84650187526491e-14 32768
1810.4439433393522 1.5569612354309883e-13 5.957215576777484e-14 32768
1810.4737250192966 7.822303863114044e-14 5.822170008707054e-14 32768
1810.5035065031975 1.6112501046681705e-13 6.750910575112663e-14 32768
1810.5332877910594 1.79770623153929e-13 7.421407755294757e-14 32768
1810.5630688828862 9.816133163759005e-14 5.79575725507949e-14 32768
1810.5928497786813 9.497639854000334e-14 6.16951455623398e-14 32768
1810.622630478449 2.95647503705966e-14 6.734646523415488e-14 32768
1810.652410982193 6.964933668878879e-14 5.858476573823535e-14 32768
1810.682191289917 1.6356409930234374e-13 6.683211748961288e-14 32768
1810.7119714016253 5.1625730194470825e-14 5.455350192520568e-14 32768
1810.7417513173214 1.3093329827618578e-13 6.784960041039926e-14 32768
1810.7715310370093 -1.6978253652867524e-15 6.195590978393791e-14 32768
1810.8013105606926 1.0141934660509095e-13 6.389778847954384e-14 32768
1810.8310898883758 1.941576075312842e-13 6.506772213803693e-14 32768
1810.8608690200622 1.0626400005041556e-13 6.582790122264755e-14 32768
1810.890647955756 1.6090054848258532e-13 7.321944497953935e-14 32768
1810.9204266954607 1.5387093725936503e-13 7.474096141550032e-14 32768
1810.9502052391808 1.4615921562518524e-13 6.731557824730922e-14 32768
1810.9799835869194 1.0181810287695585e-13 5.893909978116397e-14 32768
1811.009761738681 1.3716729431449166e-13 6.269705764639454e-14 32768
1811.0395396944689 3.3134750938171717e-14 6.402965865277906e-14 32768
1811.0693174542876 3.85435794754196e-14 6.495720046598485e-14 32768
1811.0990950181404 7.689630307290893e-14 5.983210764798788e-14 32768
1811.1288723860318 9.857913092989504e-14 6.604852454026172e-14 32768
1811.158649557965 8.320667707374128e-14 6.455336040297931e-14 32768
1811.188426533944 2.497348577916767e-14 6.843333495129559e-14 32768
1811.2182033139732 1.2323381499274641e-13 6.896052366886263e-14 32768
1811.2479798980555 1.1693358707261613e-13 6.305407635503606e-14 32768
1811.2777562861959 1.957242890431439e-13 6.835718388415609e-14 32768
1811.3075324783977 1.3489139867526461e-13 5.941213107670712e-14 32768
1811.337308474665 1.6363079358181608e-13 7.277161366242417e-14 32768
1811.367084275001 1.5691737884528958e-13 6.652870167781059e-14 32768
1811.39685987941 1.8401901230782908e-13 6.37773299635101e-14 32768
1811.4266352878963 1.998200509666099e-13 6.321816631493867e-14 32768
1811.456410500463 1.6760406568268887e-13 6.633301265515541e-14 32768
1811.4861855171146 5.2072046771224885e-15 6.404162157049534e-14 32768
1811.5159603378545 9.055553902788829e-14 6.30521661271329e-14 32768
1811.545734962687 1.0168423269022509e-13 5.976011169536919e-14 32768
1811.5755093916157 4.0704786126478614e-14 6.314624016799154e-14 32768
1811.6052836246445 1.050290107735095e-13 6.036920413801016e-14 32768
1811.635057661777 9.77853138557484e-14 6.507616984740943e-14 32768
1811.664831503018 1.421037376031046e-14 6.02371163474498e-14 32768
1811.69460514837 9.16874592570827e-14 6.483036047613916e-14 32768
1811.7243785978378 7.945521921442515e-14 6.419821613735938e-14 32768
1811.7541518514251 6.731579459562294e-14 6.100981306311413e-14 32768
1811.7839249091357 1.5585756063671646e-13 6.60518161449817e-14 32768
1811.8136977709735 1.1939623091036153e-13 6.378484917487143e-14 32768
1811.8434704369422 1.7490340785920343e-13 6.711237498846295e-14 32768
1811.8732429070458 1.925051275256236e-13 6.836232202195276e-14 32768
1811.9030151812885 1.0373125265211682e-13 7.490307803862097e-14 32768
1811.9327872596734 1.211293249696359e-13 5.519798391613473e-14 32768
1811.962559142205 5.205107070979727e-14 6.166418318243347e-14 32768
1811.9923308288871 7.460803736361254e-14 6.587584432669109e-14 32768
1812.022102319723 1.529921239262283e-13 6.162381254715237e-14 32768
1812.0518736147174 1.2362818881395433e-13 5.933147751102061e-14 32768
1812.0816447138734 1.3742002423502297e-13 6.023358992102155e-14 32768
1812.1114156171957 2.073012957159372e-13 6.174733024981054e-14 32768
1812.1411863246874 2.1625966865350713e-13 6.798022419580222e-14 32768
1812.1709568363526 4.221063447884311e-14 6.288926930156959e-14 32768
1812.2007271521952 7.874043438911382e-14 5.816472870556647e-14 32768
1812.230497272219 3.0657297559636625e-14 5.478822267787284e-14 32768
1812.2602671964285 1.0376297074175793e-14 5.1540316440714936e-14 32768
1812.2900369248264 1.6788120421903552e-13 6.432447780124745e-14 32768
1812.3198064574174 1.0001752249562365e-13 5.873296944795457e-14 32768
1812.3495757942053 1.7236700605733102e-14 5.623894429095944e-14 32768
1812.3793449351936 9.688446844614438e-14 5.2397937014254863e-14 32768
1812.4091138803863 8.622229740697524e-14 5.916905029397911e-14 32768
1812.4388826297873 1.5763169982822906e-13 5.865073055731977e-14 32768
1812.4686511834007 1.968272453250149e-13 6.215662331099833e-14 32768
1812.49841954123 8.503331154818796e-14 6.372541181520406e-14 32768
1812.5281877032794 1.5504707869889566e-13 6.22841316146628e-14 32768
1812.5579556695525 1.1223049971660368e-13 5.93482257489932e-14 32768
1812.587723440053 1.5325807498291602e-13 5.786539738033284e-14 32768
1812.6174910147854 1.6751981146771694e-13 6.004055335783985e-14 32768
1812.6472583937527 9.979150114239877e-14 6.403253284309208e-14 32768
1812.6770255769595 1.284495113986433e-13 6.42300932341733e-14 32768
1812.7067925644092 1.0279748691447419e-13 6.285897457136319e-14 32768
1812.7365593561062 1.9235386130307237e-13 5.885910907233626e-14 32768
1812.7663259520536 7.194555436130273e-14 5.83765528741307e-14 32768
1812.796092352256 1.487243974728309e-13 5.88382631020636e-14 32768
1812.8258585567169 1.4469063867873073e-13 6.430973603109417e-14 32768
1812.8556245654402 7.763700519221438e-14 7.098976068768303e-14 32768
1812.8853903784295 3.560916860142928e-14 6.231483230161504e-14 32768
1812.9151559956892 5.057847990933389e-14 6.31481138069349e-14 32768
1812.944921417223 9.154735052039339e-14 6.70328454999067e-14 32768
1812.9746866430341 -5.4425989279915e-14 5.520034940748171e-14 32768
1813.0044516731273 4.909065384242634e-14 5.6627962255600427e-14 32768
1813.034216507506 2.075768016539048e-13 5.937330459484045e-14 32768
1813.0639811461742 1.173812557089112e-13 6.691272319785418e-14 32768
1813.0937455891358 6.915086753928927e-14 6.08868716603953e-14 32768
1813.1235098363943 9.552905967839171e-14 5.945493252815744e-14 32768
1813.1532738879537 5.635485329047379e-14 6.14871218719067e-14 32768
1813.1830377438182 5.4516896856674444e-14 7.261918652761497e-14 32768
1813.2128014039915 9.185159769807886e-14 6.509837843773821e-14 32768
1813.242564868477 1.2909356532513423e-13 6.566484214918638e-14 32768
1813.2723281372794 7.006538438579558e-14 6.244426171075497e-14 32768
1813.3020912104016 2.9966458554956305e-14 7.088979566128436e-14 32768
1813.3318540878483 1.3758874257175004e-13 6.59557930738259e-14 32768
1813.361616769623 1.5940295127603416e-13 6.363482807815517e-14 32768
1813.3913792557296 1.1816550952505921e-13 6.724551279459873e-14 32768
1813.4211415461718 1.2260460350540886e-13 6.10954093799961e-14 32768
1813.4509036409538 4.8788289909206923e-14 6.13817897741368e-14 32768
1813.4806655400794 2.178669957174857e-13 6.500897296865873e-14 32768
1813.5104272435517 2.0733013416067423e-13 6.405353688625313e-14 32768
1813.5401887513756 5.847549424353627e-14 6.462716913389804e-14 32768
1813.5699500635544 1.1550125702212474e-13 6.117166891750546e-14 32768
1813.5997111800923 9.16075620707597e-14 6.230134760990373e-14 32768
1813.6294721009929 6.696422560760358e-14 6.238730683379936e-14 32768
1813.65923282626 5.104394350341767e-14 6.279274743502288e-14 32768
1813.6889933558978 -6.963587416703495e-15 6.604227579175634e-14 32768
1813.7187536899096 2.3601926948839226e-14 6.166082177637198e-14 32768
1813.7485138282998 1.4397096642984832e-13 6.905615905940238e-14 32768
1813.7782737710718 1.3614873468263791e-13 6.585666706852949e-14 32768
1813.8080335182299 7.762054380234261e-14 6.378367472094084e-14 32768
1813.8377930697777 2.1460209186608158e-13 6.277604740701474e-14 32768
1813.8675524257192 1.6315867290292827e-13 6.092504789178193e-14 32768
1813.8973115860579 2.373112848589451e-13 6.864730535866024e-14 32768
1813.9270705507981 2.6895507428557276e-13 6.72423681826311e-14 32768
1813.9568293199438 3.1177534397603947e-13 6.860578235669982e-14 32768
1813.986587893498 1.8297578197519863e-13 6.465348793874115e-14 32768
1814.0163462714652 1.0187775971982313e-13 5.901129350994225e-14 32768
1814.0461044538497 1.2037631374263423e-13 5.977779190568544e-14 32768
1814.0758624406542 8.1601449281861e-14 5.836136564903289e-14 32768
1814.1056202318834 1.9666456354470132e-13 6.405512461039011e-14 32768
1814.1353778275409 9.11844106489526e-14 5.967324225136443e-14 32768
1814.1651352276303 1.1239912110999712e-13 5.974673583897012e-14 32768
1814.1948924321562 1.025264250210427e-13 6.567482110803356e-14 32768
1814.2246494411218 1.424635868354413e-13 6.08856226568476e-14 32768
1814.254406254531 6.444647524026291e-14 6.078423055150372e-14 32768
1814.284162872388 7.43131032914985e-14 5.663652316482577e-14 32768
1814.3139192946962 3.4043446735666623e-14 5.2929174978546516e-14 32768
1814.34367552146 1.4080143795602076e-13 6.092069381216847e-14 32768
1814.373431552683 6.04064865663991e-14 5.659556197340327e-14 32768
1814.403187388369 6.085681558572252e-14 4.970364647042134e-14 32768
1814.4329430285215 1.7142480896259807e-13 5.674086976892496e-14 32768
1814.462698473145 1.567920585486703e-13 6.026321466556076e-14 32768
1814.4924537222432 1.4028079582314864e-13 6.671397868524214e-14 32768
1814.5222087758195 6.93894170166949e-14 5.92694928602182e-14 32768
1814.5519636338786 1.3734912881245453e-13 5.910833743985835e-14 32768
1814.5817182964236 4.5104211442689824e-14 6.099364024467845e-14 32768
1814.6114727634586 9.53685294722612e-14 5.911548245564645e-14 32768
1814.6412270349872 1.1946638183421067e-13 5.5742078726554685e-14 32768
1814.6709811110136 1.367861431194356e-13 6.180450235468379e-14 32768
1814.7007349915418 6.04574505211694e-14 5.865409916635893e-14 32768
1814.7304886765753 7.1306075139206e-14 5.853175517408005e-14 32768
1814.760242166118 4.94751200374344e-14 5.611233435102264e-14 32768
1814.7899954601737 1.8448732946569438e-13 6.116474773125592e-14 32768
1814.8197485587466 2.519670237552621e-13 6.016770582602817e-14 32768
1814.8495014618404 6.532323409275655e-14 6.253949482156363e-14 32768
1814.8792541694586 -3.1761015714301126e-14 5.719127552821133e-14 32768
1814.9090066816057 9.071880466009299e-14 6.490241643929685e-14 32768
1814.938758998285 1.2484271969140922e-13 6.302887746922337e-14 32768
1814.9685111195004 1.186577493421399e-13 6.445136379995482e-14 32768
1814.9982630452562 5.309836434468357e-14 5.826190343171178e-14 32768
1815.0280147755554 1.3671988895763381e-13 6.768366751751782e-14 32768
1815.057766310403 1.4449484743139606e-13 6.574055786406211e-14 32768
1815.0875176498016 1.2721375996350593e-13 6.397902027301133e-14 32768
1815.1172687937565 5.264465668815334e-14 6.991641158876725e-14 32768
1815.1470197422705 1.8981396041128324e-13 6.2912133223972e-14 32768
